url,length,entropy,percent_num,num_special,bao_chi,chinh_tri,co_bac,khieu_dam,tpmt,con_lai,label
hcmup edu,5,2.322,0,0,0,0,0,0,1,0,0
vi888b com,6,1.792,50,0,0,0,0,0,0,1,1
moitruongsaithanh,17,3.382,0,0,0,1,0,0,0,0,0
themarq com,7,2.807,0,0,0,0,0,0,0,1,0
sci2 vip,4,2,25,0,0,0,0,0,0,1,1
rqx3468 com,7,2.807,57.143,0,0,0,0,0,0,1,1
vaytiennhanh24h site,15,3.14,13.333,0,1,0,0,0,0,0,1
kythuatnghiepvuhp edu,17,3.455,0,0,0,0,0,0,1,0,0
infinite136 com,11,2.845,27.273,0,0,0,0,0,0,1,1
thietbitot24h com,13,2.777,15.385,0,1,0,0,0,0,0,0
danlamweb com,9,2.948,0,0,0,0,0,0,1,0,1
dienthoaivui co,12,3.189,0,0,0,0,0,0,1,0,1
bấtđộngsảnhànội,15,3.457,0,0,0,0,0,0,0,1,0
vietbuild24h,12,3.418,16.667,0,1,0,0,0,0,0,0
sothongtin hoabinh gov,10,2.722,0,0,1,0,0,0,0,0,0
digitravel,10,3.122,0,0,0,0,0,0,0,1,0
swyftxcoin com,10,3.322,0,0,0,0,0,0,0,1,1
techcombank site,11,3.278,0,0,0,0,0,0,0,1,1
wl7026 com,6,2.585,66.667,0,0,0,0,0,0,1,1
khoatin com,7,2.807,0,0,1,0,0,0,0,0,0
f-event com,7,2.522,0,1,0,0,0,0,0,1,0
vesotantai info,10,2.922,0,0,0,0,0,0,0,1,1
tinhdaunguyenchat4u com,19,3.432,5.263,0,1,0,0,0,0,0,0
2022ons com,7,2.128,57.143,0,0,0,0,0,0,1,1
hotrotaichinh io,13,2.873,0,0,0,0,0,0,0,1,0
tiktok com,6,1.918,0,0,0,0,0,0,0,1,0
tpbfico com,7,2.807,0,0,0,0,0,0,0,1,1
glotitex io,8,2.75,0,0,0,0,0,0,0,1,1
biahaixom com,9,2.725,0,0,0,0,0,0,1,0,0
bitvncoin com,9,2.725,0,0,0,0,0,0,0,1,1
btxh gov,4,2,0,0,0,0,0,0,0,1,0
hk5899 com,6,2.252,66.667,0,0,0,0,0,0,1,1
liuap,5,2.322,0,0,0,0,0,0,0,1,0
haugiangtivi,12,2.855,0,0,0,0,0,0,1,0,0
vietinland,10,2.922,0,0,1,0,0,0,0,0,0
216596 com,6,2.252,100,0,0,0,0,0,0,1,1
dangkykubet vip,11,3.278,0,0,0,0,1,0,0,0,1
3fonline,8,2.75,12.5,0,1,0,0,0,0,0,0
luatsuuytin,11,2.845,0,0,1,0,0,0,0,0,0
hnammobile com,10,3.122,0,0,0,0,0,0,0,1,0
qlhc,4,2,0,0,0,0,0,0,0,1,0
baoloc com,6,2.252,0,0,1,0,0,0,0,0,0
anzbaohanh,10,2.446,0,0,1,0,0,0,0,0,0
baotangnghean gov,13,2.815,0,0,1,0,0,0,0,0,0
sukientrianfreefire2021 ga,23,3.501,17.391,0,0,0,0,0,1,0,1
chanle78 fun,8,3,25,0,0,0,0,0,1,0,1
trituevietnam com,13,3.027,0,0,0,0,0,0,0,1,0
baovekienviet com,13,3.027,0,0,1,0,0,0,0,0,0
docbao,6,2.252,0,0,1,0,0,0,0,0,0
tinanjsc com,8,2.75,0,0,1,0,0,0,0,0,0
haui edu,4,2,0,0,0,0,0,0,0,1,0
inoxlongtuyen,13,3.181,0,0,0,0,0,0,1,0,0
tinhaynhadat com,12,2.689,0,0,1,0,0,0,0,0,0
nosewildwhich xyz,13,3.239,0,0,0,0,0,0,1,0,1
schreder,8,2.5,0,0,0,0,0,0,0,1,0
vn-rb icu,5,2.322,0,1,0,0,0,0,0,1,1
ascbo com,5,2.322,0,0,0,0,0,0,0,1,1
tangle24h,9,3.17,22.222,0,1,0,0,0,0,0,0
kdffc com,5,1.922,0,0,0,0,0,0,0,1,1
inbaoan,7,2.236,0,0,1,0,0,0,0,0,0
shogunbo com,8,2.75,0,0,0,0,0,0,0,1,1
vistec gov,6,2.585,0,0,0,0,0,0,0,1,0
sd8797 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
mobie in,5,2.322,0,0,0,0,0,0,0,1,1
noone ren,5,1.522,0,0,0,0,0,0,0,1,1
dalatfood com,9,2.503,0,0,0,0,0,0,1,0,0
huto88 club,6,2.252,33.333,0,0,0,0,0,0,1,1
chuyensuckhoesacdep com,19,3.432,0,0,0,0,0,0,1,0,1
mooloo fun,6,1.252,0,0,0,0,0,0,0,1,1
nguyenhaison20235414 id,20,3.884,40,0,0,0,0,0,1,0,0
eximbank com,8,3,0,0,0,0,0,0,0,1,0
spmct2 com,6,2.585,16.667,0,0,0,0,0,0,1,1
bet29 club,5,2.322,40,0,0,0,1,0,0,0,1
hatay gov,5,1.922,0,0,0,0,0,0,0,1,0
sextoynguoilon com,14,3.325,0,0,0,0,0,0,1,0,1
caydep24h,9,3.17,22.222,0,1,0,0,0,0,0,0
alimexfund com,10,3.322,0,0,0,0,0,0,1,0,1
tbktoc com,6,2.252,0,0,0,0,0,0,0,1,1
chanlemm247 club,11,3.278,27.273,0,0,0,0,0,1,0,1
adkiemtien123 click,13,3.393,23.077,0,0,0,0,0,0,1,1
huyeco,6,2.585,0,0,0,0,0,0,0,1,0
anhbaochi org,9,2.725,0,0,1,0,0,0,0,0,1
advn4321 com,8,3,50,0,0,0,0,0,0,1,1
js52033328 com,10,2.646,80,0,0,0,0,0,0,1,1
maivietland com,11,3.096,0,0,0,0,0,0,0,1,0
congdongvietnam247 com,18,3.684,16.667,0,0,0,0,0,1,0,1
dienmay-xanh online,12,3.252,0,1,0,0,0,0,1,0,1
cclive info,6,2.252,0,0,0,0,0,0,0,1,1
memberffvn2021 com,14,3.236,28.571,0,0,0,0,0,0,1,1
cltx10s com,7,2.807,28.571,0,0,0,0,0,0,1,1
quocgia,7,2.807,0,0,0,0,0,0,1,0,0
asean-sc com,8,2.5,0,1,0,0,0,0,1,0,1
benhvienquany87,15,3.457,13.333,0,0,0,0,0,0,1,0
zaia,4,1.5,0,0,0,0,0,0,1,0,0
cltx in,4,2,0,0,0,0,0,0,0,1,1
chothuexemaydanang com,18,3.572,0,0,0,0,0,0,1,0,0
chovay24,8,3,25,0,0,0,0,0,1,0,1
cltxmm18 com,8,2.75,25,0,0,0,0,0,0,1,1
th10002 com,7,2.128,71.429,0,0,0,0,0,0,1,1
tikion8 com,7,2.522,14.286,0,0,0,0,0,0,1,1
3488vn com,6,2.252,66.667,0,0,0,0,0,0,1,1
hanoitc com,7,2.807,0,0,0,0,0,0,0,1,0
thuexere24h,11,2.845,18.182,0,1,0,0,0,0,0,0
euronx com,6,2.585,0,0,0,0,0,0,1,0,1
shrimpskins org,11,2.845,0,0,0,0,0,0,0,1,1
bancavip xyz,8,2.75,0,0,0,0,0,0,1,0,1
sky578 com,6,2.585,50,0,0,0,0,0,0,1,1
swanparkonsen com,13,3.027,0,0,0,0,0,0,1,0,1
sun id,3,1.585,0,0,0,0,0,0,0,1,0
anhngutome edu,10,3.122,0,0,0,0,0,0,1,0,1
9pay,4,2,25,0,0,0,0,0,0,1,0
mavietnam xyz,9,2.725,0,0,0,0,0,0,0,1,1
10bblive com,8,2.75,25,0,0,0,0,0,0,1,1
trungtamthuongmaisaigon com,23,3.349,0,0,0,0,0,0,0,1,1
cdspnhatrang edu,12,3.252,0,0,0,0,0,0,1,0,0
magiamgia360 gq,12,2.689,25,0,0,0,0,0,1,0,1
agbet co,5,2.322,0,0,0,0,1,0,0,0,1
vietthanhcredit online,15,3.19,0,0,0,0,0,0,1,0,1
vn011 us,5,1.922,60,0,0,0,0,0,0,1,1
canbotttt edu,9,2.281,0,0,0,0,0,0,0,1,0
findy,5,2.322,0,0,0,0,0,0,0,1,0
lisboa76 com,8,3,25,0,0,0,0,0,0,1,1
kstorybank top,10,3.122,0,0,0,0,0,0,0,1,1
lzd678 com,6,2.585,50,0,0,0,0,0,0,1,1
mega888vn com,9,2.642,33.333,0,0,0,0,0,0,1,1
sonnghethuat com,12,3.085,0,0,0,0,0,0,0,1,0
leminhthanh me,11,2.845,0,0,0,0,0,0,1,0,0
kienhanghoanquocte store,18,3.461,0,0,0,0,0,0,1,0,1
loc88 fun,5,1.922,40,0,0,0,0,0,0,1,1
vayplus,7,2.807,0,0,0,0,0,0,0,1,1
vbcv top,4,1.5,0,0,0,0,0,0,0,1,1
hcmufa edu,6,2.585,0,0,0,0,0,0,0,1,0
otodaitin,9,2.503,0,0,1,0,0,0,0,0,0
richardgroup com,12,3.189,0,0,0,0,0,0,0,1,0
cvxcbfg com,7,2.522,0,0,0,0,0,0,0,1,1
tindung-nganhang click,16,2.852,0,1,1,0,0,0,0,0,1
cuc edu,3,0.918,0,0,0,0,0,0,1,0,0
thietbibaochayvn com,16,3.375,0,0,1,0,0,0,0,0,0
hoatin,6,2.585,0,0,1,0,0,0,0,0,0
doanhnghiepthuonghieu,21,3.309,0,0,0,0,0,0,1,0,0
maria-mashkova de,14,3.093,0,1,0,0,0,0,1,0,1
thienminhgroup,14,3.379,0,0,0,0,0,0,1,0,0
hostfly,7,2.807,0,0,0,0,0,0,0,1,0
567ff live,5,1.922,60,0,0,0,0,0,0,1,1
vnvn6839 com,8,2.5,50,0,0,0,0,0,0,1,1
baohothuonghieu com,15,3.14,0,0,1,0,0,0,0,0,0
ruttienthetindungquangnam com,25,3.349,0,0,1,0,0,0,0,0,1
kucoinhk com,8,2.75,0,0,0,0,0,0,1,0,1
lse765 com,6,2.585,50,0,0,0,0,0,1,0,1
dichvubaovenghean com,17,3.499,0,0,1,0,0,0,0,0,0
micro68 com,7,2.807,28.571,0,0,0,0,0,0,1,1
lilsis,6,1.585,0,0,0,0,0,0,0,1,0
pvn,3,1.585,0,0,0,0,0,0,0,1,0
ptfvn com,5,2.322,0,0,0,0,0,0,0,1,1
kiki edu,4,1,0,0,0,0,0,0,0,1,0
luatvanbao com,10,2.846,0,0,1,0,0,0,0,0,0
fxpro,5,2.322,0,0,0,0,0,0,0,1,1
giahuygarden,12,3.252,0,0,0,0,0,0,1,0,0
vcbdglabrnk com,11,3.278,0,0,0,0,0,0,1,0,1
baogiavattu,11,2.845,0,0,1,0,0,0,0,0,0
bangkeo24h com,10,3.322,20,0,1,0,0,0,0,0,0
vcbtigesbink com,12,3.252,0,0,0,0,0,0,1,0,1
tintucdantri,12,2.855,0,0,1,0,0,0,0,0,1
coinbase899 com,11,3.278,27.273,0,0,0,0,0,1,0,1
8xbet5 co,6,2.585,33.333,0,0,0,1,0,0,0,1
manayi,6,2.252,0,0,0,0,0,0,0,1,0
eventnguyenty io,13,2.661,0,0,0,0,0,0,1,0,0
hoinhap net,7,2.522,0,0,0,0,0,0,0,1,0
lmd edu,3,1.585,0,0,0,0,0,0,0,1,0
awin988 com,7,2.522,42.857,0,0,0,0,0,0,1,1
shopee consulting,6,2.252,0,0,0,0,0,0,1,0,1
vtvn,4,1.5,0,0,1,0,0,0,0,0,0
mcbcenter com,9,2.725,0,0,0,0,0,0,0,1,1
nexpay-ruttientindung com,21,3.499,0,1,1,0,0,0,0,0,1
vn-team me,7,2.807,0,1,0,0,0,0,0,1,1
dailycuacuonhanoi,17,3.22,0,0,1,0,0,0,0,0,0
hoibaovequyentreemhcm com,21,3.726,0,0,1,0,0,0,0,0,0
brt com,3,1.585,0,0,0,0,0,0,0,1,0
delfi com,5,2.322,0,0,0,0,0,0,0,1,0
mm801 vip,5,1.922,60,0,0,0,0,0,0,1,1
mar66 com,5,1.922,40,0,0,0,0,0,0,1,1
thegioigo,9,2.503,0,0,0,0,0,0,0,1,0
ducne id,5,2.322,0,0,0,0,0,0,1,0,0
vn-cm xyz,5,2.322,0,1,0,0,0,0,0,1,1
mm66 club,4,1,50,0,0,0,0,0,0,1,1
bandvipham-garenavn xyz,19,3.471,0,1,0,0,0,0,0,1,1
sa-vn game,5,2.322,0,1,0,0,0,0,0,1,1
sxtz118 com,7,2.522,42.857,0,0,0,0,0,0,1,1
severclmmwin xyz,12,3.252,0,0,0,0,0,0,1,0,1
soikeobongda top,12,3.189,0,0,0,0,1,0,0,0,1
xs729 com,5,2.322,60,0,0,0,0,0,0,1,1
thongtinduan24h,15,3.323,13.333,0,1,0,0,0,0,0,0
arfm gov,4,2,0,0,0,0,0,0,0,1,0
cklk edu,4,1.5,0,0,0,0,0,0,0,1,0
sieucacuoc net,10,2.646,0,0,0,0,1,0,0,0,1
mdfdsd com,6,1.792,0,0,0,0,0,0,0,1,1
vovlife,7,2.522,0,0,0,0,0,0,1,0,0
vietcomibaink com,13,3.335,0,0,0,0,0,0,0,1,1
dienmaycholon fun,13,3.393,0,0,0,0,0,0,1,0,1
btlt net,4,1.5,0,0,0,0,0,0,0,1,1
82vn com,4,2,50,0,0,0,0,0,0,1,1
chanle5s com,8,3,12.5,0,0,0,0,0,1,0,1
ptf-finance com,11,3.096,0,1,0,0,0,0,0,1,1
vcbdiynabbing com,13,3.027,0,0,0,0,0,0,1,0,1
sd9779 xyz,6,1.918,66.667,0,0,0,0,0,0,1,1
vovgiaothong,12,2.855,0,0,0,0,0,0,1,0,0
i567 live,4,2,75,0,0,0,0,0,0,1,1
sin88 com,5,1.922,40,0,0,0,0,0,0,1,1
tuongnuthantinhyeudalat,23,3.327,0,0,1,0,0,0,0,0,0
chotbaove com,9,2.948,0,0,1,0,0,0,0,0,0
spmct3 com,6,2.585,16.667,0,0,0,0,0,0,1,1
mp389 com,5,2.322,60,0,0,0,0,0,0,1,1
vatgiacctv1 com,11,2.732,9.091,0,0,0,0,0,1,0,1
video-g5 xyz,8,3,12.5,1,0,0,0,0,1,0,1
congnaplienquan com,15,3.24,0,0,0,0,0,0,0,1,1
sd1641 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
vn-ipay vip,7,2.807,0,1,0,0,0,0,0,1,1
chanle102 club,9,3.17,33.333,0,0,0,0,0,1,0,1
bum66 club,5,1.922,40,0,0,0,0,0,0,1,1
oo567 live,5,1.922,60,0,0,0,0,0,0,1,1
rik666 fun,6,1.792,50,0,0,0,0,0,0,1,1
thongtindoingoai org,16,2.858,0,0,1,0,0,0,0,0,0
000000 live,6,0,100,0,0,0,0,0,0,1,1
tinhkycorp com,10,3.322,0,0,1,0,0,0,0,0,0
shopee14 com,8,2.75,25,0,0,0,0,0,1,0,1
go-88 app,5,1.922,40,1,0,0,0,0,0,1,1
seedfund,8,2.5,0,0,0,0,0,0,1,0,0
fivimart com,8,2.75,0,0,0,0,0,0,0,1,0
tinhkhongphapngu,16,3.156,0,0,1,0,0,0,0,0,0
thibanglaixea1 edu,14,3.325,7.143,0,0,0,0,0,1,0,1
baovechatluongcaovn com,19,3.432,0,0,1,0,0,0,0,0,0
sd9777 xyz,6,1.792,66.667,0,0,0,0,0,0,1,1
qcvincomvip net,11,2.914,0,0,0,0,0,0,0,1,1
atommarkets com,11,2.914,0,0,0,0,0,0,1,0,1
atino,5,2.322,0,0,1,0,0,0,0,0,0
b221c com,5,1.922,60,0,0,0,0,0,0,1,1
thanhtra gov,8,2.25,0,0,0,0,0,0,0,1,0
dunn com,4,1.5,0,0,0,0,0,0,1,0,0
wnovideo xyz,8,2.75,0,0,0,0,0,0,1,0,1
mangtuyendung com,13,3.027,0,0,0,0,0,0,1,0,0
biddvsmrt vip,9,2.948,0,0,0,0,0,0,0,1,1
vcci com,4,1.5,0,0,0,0,0,0,1,0,0
xgrbnabgd com,9,2.725,0,0,0,0,0,0,0,1,1
altrabots com,9,2.725,0,0,0,0,0,0,0,1,1
domucmayin24h com,13,3.547,15.385,0,1,0,0,0,0,0,0
baoveninhthuan com,14,3.182,0,0,1,0,0,0,0,0,0
thptnguyentraibacninh,21,3.499,0,0,0,1,0,0,0,0,1
mvnlucky68 com,10,3.322,20,0,0,0,0,0,0,1,1
roseweinundsekt de,15,3.323,0,0,0,0,0,0,1,0,1
adlighting com,10,2.922,0,0,1,0,0,0,0,0,0
truyenhinhvtvcab24h com,19,3.682,10.526,0,1,0,0,0,0,0,1
ty169 vip,5,2.322,60,0,0,0,0,0,0,1,1
tronmine pro,8,2.75,0,0,0,0,0,0,1,0,1
9453,4,2,100,0,0,0,0,0,0,1,1
xs68 cc,4,2,50,0,0,0,0,0,0,1,1
shopee8 xyz,7,2.522,14.286,0,0,0,0,0,1,0,1
khonapgame com,10,3.122,0,0,0,0,1,0,0,0,1
playgo88 fun,8,2.75,25,0,0,0,0,0,0,1,1
win88bet app,8,2.75,25,0,0,0,1,0,0,0,1
shopfreefire137 com,15,3.323,20,0,0,0,0,0,0,1,1
vnex com,4,2,0,0,0,0,0,0,0,1,0
qq id,2,0,0,0,0,0,0,0,0,1,0
baobinhpccc com,11,2.845,0,0,1,0,0,0,0,0,0
sukientriankhachhang2021 com,24,3.741,16.667,0,0,0,0,0,1,0,1
nguoilambaohungyen,18,3.461,0,0,1,0,0,0,0,0,0
tyu3618 com,7,2.807,57.143,0,0,0,0,0,0,1,1
sanphamvungmien,15,3.323,0,0,0,0,0,0,1,0,0
nguyenthanhphat id,15,3.006,0,0,0,0,0,0,1,0,0
thanhenvir id,10,2.922,0,0,0,0,0,0,1,0,0
steancomunnity ru,14,3.325,0,0,0,0,0,0,0,1,1
chanle72 me,8,3,25,0,0,0,0,0,1,0,1
bankviet com,8,3,0,0,0,0,0,0,0,1,1
ngocbao com,7,2.522,0,0,1,0,0,0,0,0,0
cachhackfb com,10,2.446,0,0,0,0,0,0,1,0,1
sd9319 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
1chamhotsale,12,3.252,8.333,0,0,0,0,0,1,0,0
paltekk com,7,2.522,0,0,0,0,0,0,0,1,1
thegioive24h net,12,3.085,16.667,0,1,0,0,0,0,0,0
clj,3,1.585,0,0,0,0,0,0,0,1,0
shopeevn6 com,9,2.948,11.111,0,0,0,0,0,1,0,1
stmrpz id,6,2.585,0,0,0,0,0,0,0,1,1
dailycar,8,2.75,0,0,1,0,0,0,0,0,0
thichvn com,7,2.522,0,0,0,0,0,0,0,1,1
hen bio,3,1.585,0,0,0,0,0,0,1,0,1
vaytinchap-theoluong com,20,3.822,0,1,1,0,0,0,0,0,1
vistatrade vip,10,2.922,0,0,0,0,1,0,0,0,1
hung-tenmien name,12,3.022,0,1,0,0,0,0,1,0,0
baobinhontrach com,14,3.093,0,0,1,0,0,0,0,0,0
3333,4,0,100,0,0,0,0,0,0,1,1
coin-biz org,8,2.75,0,1,0,0,0,0,0,1,1
mgm599 com,6,1.918,50,0,0,0,0,0,0,1,1
twin768 com,7,2.807,42.857,0,0,0,0,0,0,1,1
maytinhxanh,11,2.914,0,0,1,0,0,0,0,0,0
argoncredit online,11,3.278,0,0,0,0,0,0,1,0,1
chodocu24h,10,2.722,20,0,1,0,0,0,0,0,0
tot789 com,6,2.252,50,0,0,0,0,0,0,1,1
trang-chu-ib com,12,3.418,0,2,0,0,0,0,1,0,1
icloud-support info,14,3.379,0,1,0,0,0,0,0,1,1
tinphatexp,10,2.922,0,0,1,0,0,0,0,0,0
btuyhoplkj com,10,3.322,0,0,0,0,0,0,0,1,1
hotlive36 net,9,3.17,22.222,0,0,0,0,0,0,1,1
kenhitv,7,2.807,0,0,0,0,0,0,0,1,0
vncai333 com,8,2.406,37.5,0,0,0,0,0,0,1,1
powerballeotc2 com,14,3.379,7.143,0,0,0,0,0,1,0,1
tescovn com,7,2.807,0,0,0,0,0,0,0,1,1
unitrain edu,8,2.5,0,0,0,0,0,0,1,0,0
annsalbum com,9,2.725,0,0,0,0,0,0,0,1,1
tinefarm com,8,3,0,0,1,0,0,0,0,0,0
hotlive79 live,9,3.17,22.222,0,0,0,0,0,0,1,1
luatsuhatinh,12,2.918,0,0,1,0,0,0,0,0,0
topsoikeo org,9,2.642,0,0,0,0,1,0,0,0,1
smesofts,8,2.406,0,0,0,0,0,0,0,1,0
vannam,6,1.918,0,0,0,0,0,0,0,1,0
dailyoto-fordbinhtan,20,3.584,0,1,1,0,0,0,0,0,0
525992 com,6,1.585,100,0,0,0,0,0,0,1,1
tinhdauthomphong com,16,3.328,0,0,1,0,0,0,0,0,0
wrs6666 com,7,1.664,57.143,0,0,0,0,0,0,1,1
podktxm cfd,7,2.807,0,0,0,0,0,0,0,1,1
asst35354 com,9,2.503,55.556,0,0,0,0,0,0,1,1
veranancy com,9,2.725,0,0,0,0,0,0,0,1,1
quynhloc gov,8,3,0,0,0,0,0,0,0,1,0
sv88win co,7,2.522,28.571,0,0,0,0,0,0,1,1
datxanhbactrungbo com,17,3.455,0,0,0,0,0,0,0,1,0
duanglobalcity,14,3.522,0,0,0,0,0,0,1,0,0
rew3concept,11,3.096,9.091,0,0,0,0,0,0,1,0
baovephuonghoanglua,19,3.326,0,0,1,0,0,0,0,0,0
timnhanhonline com,14,2.95,0,0,1,0,0,0,0,0,0
agribanks link,9,2.948,0,0,0,0,0,0,0,1,1
shopee loan,6,2.252,0,0,0,0,0,0,1,0,1
d24live xyz,7,2.807,28.571,0,0,0,0,0,0,1,1
vcbigrhobrnk com,12,3.252,0,0,0,0,0,0,1,0,1
vieatbank com,9,2.948,0,0,0,0,0,0,0,1,1
bancaifis,9,2.725,0,0,0,0,0,0,1,0,0
napkimcuongff2022 com,17,3.572,23.529,0,0,0,0,0,1,0,1
vietmobile net,10,2.922,0,0,0,0,0,0,0,1,1
makerfx365 com,10,3.322,30,0,0,0,0,0,0,1,1
halongcity gov,10,3.322,0,0,0,0,0,0,1,0,0
maydo com,5,2.322,0,0,0,0,0,0,1,0,0
vay24h net,6,2.585,33.333,0,1,0,0,0,0,0,1
sd9748 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
ff-garena-sukien site,16,3.375,0,2,0,0,0,0,0,1,1
iyut bond,4,2,0,0,0,0,0,0,0,1,1
namtin com,6,2.252,0,0,1,0,0,0,0,0,0
vn6 app,3,1.585,33.333,0,0,0,0,0,0,1,1
diennguyen gov,10,2.646,0,0,0,0,0,0,1,0,0
lazada1vn net,9,2.642,11.111,0,0,0,0,0,0,1,1
tinhdautunhien net,14,2.896,0,0,1,0,0,0,0,0,0
giaiphaphaduong com,15,3.057,0,0,0,0,0,0,1,0,1
luna com,4,2,0,0,0,0,0,0,0,1,0
tinhocdongthap com,14,3.236,0,0,1,0,0,0,0,0,1
ibankingvcb com,11,2.914,0,0,0,0,0,0,1,0,1
oganico,7,2.522,0,0,0,0,0,0,0,1,0
saoplay online,7,2.522,0,0,0,0,0,0,0,1,1
tescoshop shop,9,2.725,0,0,0,0,0,0,0,1,1
doanhnhanphuonghoang,20,2.766,0,0,0,0,0,0,1,0,0
mamnontritueviet edu,16,3.203,0,0,0,0,0,0,1,0,0
lazadac15 com,9,2.642,22.222,0,0,0,0,0,0,1,1
huyenbao,8,3,0,0,1,0,0,0,0,0,0
dailyxeford com,11,3.278,0,0,1,0,0,0,0,0,0
innomed,7,2.522,0,0,0,0,0,0,1,0,0
seabank com,7,2.522,0,0,0,0,0,0,1,0,0
vn-jns info,6,2.252,0,1,0,0,0,0,0,1,1
24h com,3,1.585,66.667,0,1,0,0,0,0,0,0
tinhdauthomphong,16,3.328,0,0,1,0,0,0,0,0,0
bdshanoi io,8,3,0,0,0,0,0,0,0,1,0
tienganhchatluongcao com,20,3.346,0,0,0,0,0,0,0,1,1
jaccs vip,5,1.922,0,0,0,0,0,0,0,1,1
sd8788 xyz,6,1.792,66.667,0,0,0,0,0,0,1,1
viieetcombank com,13,3.393,0,0,0,0,0,0,0,1,1
fabet info,5,2.322,0,0,0,0,1,0,0,0,1
anquy,5,2.322,0,0,0,0,0,0,0,1,0
nhadatvandon,12,2.626,0,0,0,0,0,0,1,0,0
eclbet4 com,7,2.522,14.286,0,0,0,1,0,0,0,1
ruttiendaohan24h,16,3.5,12.5,0,1,0,0,0,0,0,1
ketquatructiep,14,3.182,0,0,0,0,0,0,0,1,1
vov,3,0.918,0,0,0,0,0,0,0,1,0
bwesternunionvl vip,15,3.457,0,0,0,0,0,0,1,0,1
vcbdielabrnk com,12,3.418,0,0,0,0,0,0,1,0,1
vinhcomputer24h,15,3.774,13.333,0,1,0,0,0,0,0,0
bblive666 com,9,2.419,33.333,0,0,0,0,0,0,1,1
shopmanhcf365 com,13,3.547,23.077,0,0,0,0,0,0,1,1
giasutieuhoc edu,12,3.252,0,0,0,0,0,0,1,0,0
agencydu com,8,3,0,0,0,0,0,0,1,0,1
vn521 xyz,5,2.322,60,0,0,0,0,0,0,1,1
ecoop com,5,1.922,0,0,0,0,0,0,0,1,0
vlxx club,4,1.5,0,0,0,0,0,0,1,0,1
siamlissing com,11,2.595,0,0,0,0,0,0,1,0,1
win456-c com,8,3,37.5,1,0,0,0,0,0,1,1
vn-tss club,6,2.252,0,1,0,0,0,0,0,1,1
giambeonhanh,12,3.085,0,0,0,0,0,0,1,0,0
ngonlanh,8,2.406,0,0,0,0,0,0,0,1,0
khoanhkhacthanglong,19,3.011,0,0,0,0,0,0,1,0,0
bblive45 vip,8,2.75,25,0,0,0,0,0,0,1,1
ktktdl edu,6,1.918,0,0,0,0,0,0,0,1,0
uniqlo2 com,7,2.807,14.286,0,0,0,0,0,0,1,1
toineobaotuan com,13,2.873,0,0,1,0,0,0,0,0,0
taohn,5,2.322,0,0,0,0,0,0,0,1,0
baobivanphat,12,3.022,0,0,1,0,0,0,0,0,0
68gamebai fun,9,2.948,22.222,0,0,0,1,0,0,0,1
clmm bond,4,1.5,0,0,0,0,0,0,1,0,1
vaynong123 online,10,3.122,30,0,0,0,0,0,1,0,1
hdbankfinance shop,13,3.181,0,0,0,0,0,0,0,1,1
naprobuxs com,9,3.17,0,0,0,0,0,0,0,1,1
vayvonnganhangnhanh com,19,2.55,0,0,0,0,0,0,1,0,1
wooribank info,9,2.948,0,0,0,0,0,0,0,1,1
8808vn com,6,1.792,66.667,0,0,0,0,0,0,1,1
toan88 io,6,2.252,33.333,0,0,0,0,0,0,1,1
vieclamhungyen gov,14,3.522,0,0,0,0,0,0,0,1,0
egoexpress,10,2.646,0,0,0,0,0,0,0,1,0
bankz,5,2.322,0,0,0,0,0,0,0,1,1
phemex shop,6,2.252,0,0,0,0,0,0,1,0,1
vietlink com,8,2.75,0,0,0,0,0,0,1,0,0
vietjetvn com,9,2.503,0,0,0,0,0,0,0,1,1
dogecloudmining top,15,3.24,0,0,0,0,0,0,1,0,1
hxdsasd5 com,8,2.5,12.5,0,0,0,0,0,0,1,1
ily id,3,1.585,0,0,0,0,0,0,0,1,0
baovethanhnien com,14,3.039,0,0,1,0,0,0,0,0,0
bigsale24h,10,3.322,20,0,1,0,0,0,0,0,0
nghethuathanoi edu,14,3.039,0,0,0,0,0,0,0,1,0
fast500,7,2.522,42.857,0,0,0,0,0,0,1,0
beastfi org,7,2.807,0,0,0,0,0,0,0,1,1
footrip,7,2.522,0,0,0,0,0,0,1,0,0
baovehoancau24h com,15,3.323,13.333,0,1,0,0,0,0,0,0
dankien,7,2.522,0,0,0,0,0,0,0,1,0
vaytienonline24,15,3.323,13.333,0,1,0,0,0,0,0,1
easymom com,7,2.522,0,0,0,0,0,0,0,1,0
moonlive1 tv,9,2.948,11.111,0,0,0,0,0,0,1,1
yrg111 com,6,1.792,50,0,0,0,0,0,0,1,1
5988vn com,6,2.252,66.667,0,0,0,0,0,0,1,1
csatamerica com,11,2.845,0,0,0,0,0,0,0,1,1
trungtamluyenthi edu,16,3.453,0,0,0,0,0,0,0,1,0
phucdien com,8,3,0,0,0,0,0,0,0,1,0
yunqlc com,6,2.585,0,0,0,0,0,0,0,1,1
vn-cn life,5,1.922,0,1,0,0,0,0,0,1,1
dhshaee com,7,2.236,0,0,0,0,0,0,0,1,1
tinhhoalangnghe,15,3.006,0,0,1,0,0,0,0,0,0
