url,length,entropy,percent_num,num_special,bao_chi,chinh_tri,co_bac,khieu_dam,tpmt,con_lai,label
tincay com,6,2.585,0,0,1,0,0,0,0,0,0
taigameb52 net,10,3.122,20,0,0,0,1,0,0,0,1
mkt129050 com,9,2.948,66.667,0,0,0,0,0,0,1,1
vn88vui live,7,2.236,28.571,0,0,0,0,0,0,1,1
tinhnghethuhuong net,16,2.828,0,0,1,0,0,0,0,0,0
mylotte me,7,2.522,0,0,0,0,0,0,0,1,1
baovethucvat com,12,3.085,0,0,1,0,0,0,0,0,0
527265 com,6,1.918,100,0,0,0,0,0,0,1,1
hishop55 com,8,2.5,25,0,0,0,0,0,0,1,1
plus603i com,8,3,37.5,0,0,0,0,0,0,1,1
tindungtechcombank online,18,3.684,0,0,1,0,0,0,0,0,1
acbfhd com,6,2.585,0,0,0,0,0,0,0,1,1
gkfxprimekr com,11,3.096,0,0,0,0,0,0,0,1,1
1217 cc,4,1.5,100,0,0,0,0,0,0,1,1
onlinemarketing edu,15,3.323,0,0,1,0,0,0,0,0,0
thanhcongbaove com,14,3.236,0,0,1,0,0,0,0,0,0
thanhtranee id,11,2.55,0,0,0,0,0,0,0,1,0
vaythechap org,10,2.922,0,0,0,0,0,0,0,1,1
v4u me,3,1.585,33.333,0,0,0,0,0,0,1,1
shopgarenavn com,12,3.252,0,0,0,0,0,0,0,1,1
baohodaian com,10,2.646,0,0,1,0,0,0,0,0,0
khalifa,7,2.522,0,0,0,0,0,0,0,1,0
tinhyeustore com,12,3.252,0,0,1,0,0,0,0,0,0
vnmha gov,5,2.322,0,0,0,0,0,0,0,1,0
bitcoineth site,10,2.922,0,0,0,0,1,0,0,0,1
vnshop42 com,8,3,25,0,0,0,0,0,0,1,1
alidoge com,7,2.807,0,0,0,0,0,0,0,1,1
vaytindung-techcombank online,22,3.971,0,1,1,0,0,0,0,0,1
kvbprime xyz,8,3,0,0,0,0,0,0,0,1,1
visicadcam,10,2.722,0,0,0,0,0,0,0,1,0
sos-ukraine xyz,11,3.278,0,1,0,0,0,0,1,0,1
vib com,3,1.585,0,0,0,0,0,0,0,1,0
advnxom xyz,7,2.807,0,0,0,0,0,0,0,1,1
toro98 de,6,2.252,33.333,0,0,0,0,0,0,1,1
shopee298 com,9,2.948,33.333,0,0,0,0,0,1,0,1
annamnguyen,11,2.55,0,0,0,0,0,0,1,0,0
dinhduong24h com,12,3.085,16.667,0,1,0,0,0,0,0,0
tritinagri,10,2.446,0,0,1,0,0,0,0,0,0
severgameonline com,15,3.24,0,0,1,0,0,0,0,0,1
audleytravel-aus com,16,3.328,0,1,0,0,0,0,0,1,1
classics009 com,11,2.664,27.273,0,0,0,0,0,0,1,1
artqwers icu,8,2.75,0,0,0,0,0,0,0,1,1
pube me,4,2,0,0,0,0,0,0,1,0,1
sd9388 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
warwick,7,2.522,0,0,0,0,0,0,0,1,0
kiemtienantoan info,14,2.896,0,0,0,0,0,0,0,1,1
lisboa56 com,8,3,25,0,0,0,0,0,0,1,1
sunwin2 com,7,2.522,14.286,0,0,0,0,0,0,1,1
newstartour,11,3.096,0,0,1,0,0,0,0,0,0
sd3712 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
kendai,6,2.585,0,0,0,0,0,0,1,0,0
quatanthu net,9,2.503,0,0,0,0,0,0,0,1,1
dichvubaovechuyennghiep org,23,3.675,0,0,1,0,0,0,0,0,0
halotimes,9,3.17,0,0,1,0,0,0,0,0,1
sunvn us,5,1.922,0,0,0,0,0,0,0,1,1
trongtinjsc com,11,3.096,0,0,1,0,0,0,0,0,0
limbicarc com,9,2.725,0,0,0,0,0,0,1,0,1
clmomo1s club,8,2.5,12.5,0,0,0,0,0,0,1,1
krt com,3,1.585,0,0,0,0,0,0,0,1,0
wooribankvietnam com,16,3.5,0,0,0,0,0,0,0,1,1
jolio edu,5,1.922,0,0,0,0,0,0,0,1,1
bitdws com,6,2.585,0,0,0,0,0,0,0,1,1
xdaily,6,2.585,0,0,1,0,0,0,0,0,0
antoanthucphamhungyen,21,3.368,0,0,0,0,0,0,0,1,0
kubet net,5,2.322,0,0,0,0,1,0,0,0,1
webvay,6,2.585,0,0,0,0,0,0,0,1,1
phaiphai com,8,2,0,0,0,0,0,0,0,1,1
bk8 live,3,1.585,33.333,0,0,0,0,0,0,1,1
sp0m com,4,2,25,0,0,0,0,0,0,1,1
maytinhtiendanang,17,3.102,0,0,1,0,0,0,0,0,0
esports24h,10,3.122,20,0,1,0,0,0,0,0,0
bantutho,8,2.75,0,0,0,0,0,0,0,1,0
twin04 com,6,2.585,33.333,0,0,0,0,0,0,1,1
phongtricker com,12,3.418,0,0,0,0,0,0,1,0,1
binabot co,7,2.522,0,0,0,0,0,0,0,1,1
dothomenran,11,3.096,0,0,0,0,0,0,1,0,1
shopeevte com,9,2.642,0,0,0,0,0,0,1,0,1
fiin,4,1.5,0,0,0,0,0,0,0,1,1
thanhtra com,8,2.25,0,0,0,0,0,0,0,1,0
vtdpgbank com,9,3.17,0,0,0,0,0,0,0,1,1
petthing,8,2.75,0,0,0,0,0,0,1,0,0
vayvonnganhang-techcombank24h online,29,3.742,6.897,1,1,0,0,0,0,0,1
shoplienquan,12,3.418,0,0,0,0,0,0,0,1,1
kkfdwejwej com,10,2.522,0,0,0,0,0,0,0,1,1
vcbdingehibink com,14,3.182,0,0,0,0,0,0,1,0,1
vn-nhanquatang shop,14,2.896,0,1,0,0,0,0,1,0,1
luckylott86 com,11,3.096,18.182,0,0,0,0,0,0,1,1
toquoc gov,6,2.252,0,0,0,1,0,0,0,0,0
inet-ebank com,10,2.922,0,1,0,0,0,0,0,1,1
datxanhvinhbao,14,3.182,0,0,1,0,0,0,0,0,0
sd9762 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
joybitbl vip,8,2.75,0,0,0,0,0,0,0,1,1
vnxkad site,6,2.585,0,0,0,0,0,0,0,1,1
refa com,4,2,0,0,0,0,0,0,0,1,0
agrib-vn com,8,3,0,1,0,0,0,0,0,1,1
hdsaison icu,8,2.75,0,0,0,0,0,0,0,1,1
24live xyz,6,2.585,33.333,0,0,0,0,0,0,1,1
havicotour com,10,3.122,0,0,0,0,0,0,0,1,0
accfreefire,11,2.482,0,0,0,0,0,0,0,1,1
clmm trade,4,1.5,0,0,0,0,0,0,1,0,1
dailynem com,8,3,0,0,1,0,0,0,0,0,0
teic1 edu,5,2.322,20,0,0,0,0,0,0,1,0
shopne188 com,9,2.948,33.333,0,0,0,0,0,0,1,1
camuanhacbinhphuoc gov,18,3.155,0,0,0,0,0,0,0,1,0
quangnamcdc gov,11,2.914,0,0,0,0,0,0,1,0,0
tmv15 com,5,2.322,40,0,0,0,0,0,0,1,1
membershipsvn com,13,3.239,0,0,0,0,0,0,0,1,1
argoclouds com,10,3.122,0,0,0,0,0,0,0,1,1
nicksale,8,3,0,0,0,0,0,0,0,1,1
sd9487 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
taixiu24h club,9,2.948,22.222,0,1,0,0,0,0,0,1
bguf58 com,6,2.585,33.333,0,0,0,0,0,0,1,1
hacorp com,6,2.585,0,0,0,0,0,0,0,1,0
khudothivsip-haiphong com,21,3.594,0,1,0,0,0,0,1,0,0
chukýo24h,9,2.948,22.222,0,1,0,0,0,0,0,0
vn24h,5,2.322,40,0,1,0,0,0,0,0,1
giasuuytin,10,2.922,0,0,1,0,0,0,0,0,0
baodientungason com,15,3.323,0,0,1,0,0,0,0,0,1
sublikesale com,11,2.914,0,0,0,0,0,0,0,1,1
sinhnhatffvn com,12,2.855,0,0,0,0,0,0,0,1,1
npe edu,3,1.585,0,0,0,0,0,0,1,0,0
tdsi gov,4,2,0,0,0,0,0,0,0,1,0
tradecoinasset com,14,3.236,0,0,0,0,1,0,0,0,1
clmomo win,6,1.918,0,0,0,0,0,0,0,1,1
shofue236 com,9,3.17,33.333,0,0,0,0,0,0,1,1
chothuexechatluong,18,3.35,0,0,0,0,0,0,1,0,0
vayngay88 online,9,2.503,22.222,0,0,0,0,0,0,1,1
lottefinance-vn com,15,3.323,0,1,0,0,0,0,0,1,1
quaviet456 com,10,3.322,30,0,0,0,0,0,0,1,1
ebaywebshop com,11,3.096,0,0,0,0,0,0,0,1,1
anbaonguyen com,11,2.845,0,0,1,0,0,0,0,0,0
sungreen com,8,2.5,0,0,0,0,0,0,0,1,0
thegioididong24h com,16,3.203,12.5,0,1,0,0,0,0,0,0
national id,8,2.5,0,0,0,0,0,0,0,1,0
baothinh,8,2.75,0,0,1,0,0,0,0,0,0
thegioipatin com,12,3.022,0,0,1,0,0,0,0,0,0
thethao99 org,9,2.503,22.222,0,0,0,0,0,0,1,1
xaydungbaolong com,14,3.236,0,0,1,0,0,0,0,0,0
thuviensontra edu,13,3.393,0,0,0,0,0,0,0,1,0
thudoinvest com,11,3.278,0,0,0,0,0,0,0,1,0
vnexpress24h online,12,3.252,16.667,0,1,0,0,0,0,0,1
f6h4aw8 cfd,7,2.807,42.857,0,0,0,0,0,0,1,1
cnvietcombank com,13,3.393,0,0,0,0,0,0,0,1,1
thomaytaichinh,14,3.039,0,0,0,0,0,0,1,0,1
sun99 vin,5,1.922,40,0,0,0,0,0,0,1,1
clbsinhvatcanh,14,3.236,0,0,0,0,0,0,0,1,0
tocdep24h com,9,3.17,22.222,0,1,0,0,0,0,0,0
nasd5715 com,8,2.75,50,0,0,0,0,0,0,1,1
vinaranch02 com,11,3.096,18.182,0,0,0,0,0,0,1,1
sv88club vip,8,2.75,25,0,0,0,1,0,0,0,1
sukienlienminh online,14,2.985,0,0,0,1,0,0,0,0,1
timgai life,6,2.252,0,0,0,0,0,0,0,1,1
vaytiencucnhanh com,15,3.19,0,0,0,0,0,0,1,0,1
rtyd3 com,5,2.322,20,0,0,0,0,0,0,1,1
money-easilytbq buzz,15,3.64,0,1,0,0,0,0,0,1,1
jenkapp us,7,2.522,0,0,0,0,0,0,0,1,1
caudevip com,8,3,0,0,0,0,0,0,0,1,1
hotlive59 net,9,3.17,22.222,0,0,0,0,0,0,1,1
cdvvv top,5,1.371,0,0,0,0,0,0,0,1,1
ttthongnhat gov,11,2.369,0,0,0,0,0,0,0,1,0
moonlive top,8,2.75,0,0,0,0,0,0,0,1,1
thpttohieu-thuongtin edu,20,3.104,0,1,1,0,0,0,0,0,1
baothienlong,12,3.252,0,0,1,0,0,0,0,0,0
sunvn vin,5,1.922,0,0,0,0,0,0,0,1,1
comfee,6,2.252,0,0,0,0,0,0,0,1,0
rgl1680 com,7,2.807,57.143,0,0,0,0,0,0,1,1
xacminh-taikhoan-garena com,23,3.551,0,2,0,0,0,0,1,0,1
kubetonline net,11,3.096,0,0,1,0,0,0,0,0,1
lebaohan,8,2.75,0,0,1,0,0,0,0,0,0
biddvsmort com,10,3.122,0,0,0,0,0,0,0,1,1
gambitid,8,2.75,0,0,0,0,0,0,0,1,0
napthetogether ga,14,2.985,0,0,0,0,0,0,0,1,1
movivay com,7,2.522,0,0,0,0,0,0,0,1,1
joyfood,7,2.128,0,0,0,0,0,0,1,0,0
moneyexpress company,12,3.022,0,0,0,0,0,0,0,1,1
hic edu,3,1.585,0,0,0,0,0,0,0,1,0
twin199 com,7,2.522,42.857,0,0,0,0,0,0,1,1
omiya com,5,2.322,0,0,0,0,0,0,0,1,0
beetoo,6,1.918,0,0,0,0,0,0,0,1,0
vhtg online,4,2,0,0,0,0,0,0,0,1,1
mattranthuathienhue,19,3.011,0,0,0,0,0,0,1,0,0
clmm89 fun,6,2.252,33.333,0,0,0,0,0,1,0,1
skgarena xyz,8,2.75,0,0,0,0,0,0,0,1,1
vaytienhoatoc247 com,16,3.625,18.75,0,0,0,0,0,0,1,1
baili12158 com,10,2.922,50,0,0,0,0,0,0,1,1
cltx77 fun,6,2.252,33.333,0,0,0,0,0,0,1,1
javhd biz,5,2.322,0,0,0,0,0,0,1,0,1
clmm5 fun,5,1.922,20,0,0,0,0,0,1,0,1
pnt edu,3,1.585,0,0,0,0,0,0,0,1,0
gamble,6,2.585,0,0,0,0,0,0,0,1,0
baotrinhaxuongbienhoa com,21,3.427,0,0,1,0,0,0,0,0,0
hdbanks com,7,2.807,0,0,0,0,0,0,0,1,1
trumcltx com,8,2.75,0,0,0,0,0,0,0,1,1
surmstih com,8,2.75,0,0,0,0,0,0,0,1,1
hutbephotuytin com,14,3.182,0,0,1,0,0,0,0,0,0
sgic com,4,2,0,0,0,0,0,0,0,1,0
businesscard,12,3.189,0,0,0,0,0,0,0,1,0
ducnghia1b com,10,3.322,10,0,0,0,0,0,1,0,1
xiaoweiit com,9,2.642,0,0,0,0,0,0,1,0,1
meihouse,8,2.75,0,0,0,0,0,0,1,0,0
sd1639 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
comlanh com,7,2.807,0,0,0,0,0,0,0,1,0
hdbankfinancc xyz,13,3.027,0,0,0,0,0,0,0,1,1
tinphatdongnai com,14,3.039,0,0,1,0,0,0,0,0,0
iwin337 com,7,2.236,42.857,0,0,0,0,0,0,1,1
cantiencolien,13,2.873,0,0,0,0,0,0,0,1,1
excellentfca com,12,2.855,0,0,0,0,0,0,0,1,0
phongchonglutbaotphcm gov,21,3.463,0,0,1,0,0,0,0,0,0
tryhkh com,6,2.252,0,0,0,0,0,0,0,1,1
momovui club,7,2.236,0,0,0,0,0,0,1,0,1
nafiqad5 gov,8,2.75,12.5,0,0,0,0,0,0,1,0
aopiym6l com,8,3,12.5,0,0,0,0,0,0,1,1
quelong gov,7,2.807,0,0,0,0,0,0,1,0,0
ktien,5,2.322,0,0,0,0,0,0,0,1,1
666c54 com,6,1.792,83.333,0,0,0,0,0,0,1,1
5168vn com,6,2.585,66.667,0,0,0,0,0,0,1,1
maytinhtrangbom,15,3.374,0,0,1,0,0,0,0,0,0
neohome,7,2.236,0,0,0,0,0,0,1,0,0
oiuionb com,7,2.236,0,0,0,0,0,0,0,1,1
tnmc edu,4,2,0,0,0,0,0,0,0,1,0
daotaotruyenhinh,16,3.375,0,0,1,0,0,0,0,0,1
sd9701 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
tdtu3 cf,5,1.922,20,0,0,0,0,0,0,1,1
hangnhatgiare com,13,2.873,0,0,0,0,0,0,1,0,0
timmuanha,9,2.725,0,0,0,0,0,0,0,1,0
paradisecruises,15,3.057,0,0,0,0,0,0,1,0,0
organicviet,11,3.278,0,0,0,0,0,0,0,1,0
wrecgx tw,6,2.585,0,0,0,0,0,0,0,1,1
congtybaovethangloi com,19,3.577,0,0,1,0,0,0,0,0,0
bbc3838 com,7,1.95,57.143,0,0,0,0,0,0,1,1
twin444 com,7,2.128,42.857,0,0,0,0,0,0,1,1
tinhanhracing,13,2.873,0,0,1,0,0,0,0,0,0
bravoo com,6,2.252,0,0,0,0,0,0,0,1,0
tindungtaysaigon com,16,3.203,0,0,1,0,0,0,0,0,0
dautruongdanhvong com,17,3.22,0,0,0,0,0,0,1,0,1
vicbank com,7,2.807,0,0,0,0,0,0,0,1,1
vaytiencaptoc net,13,3.239,0,0,0,0,0,0,0,1,1
medtronicm com,10,3.122,0,0,0,0,0,0,0,1,1
vcbdeiiobink com,12,3.022,0,0,0,0,0,0,1,0,1
tonygroupbot com,12,3.022,0,0,0,0,0,0,0,1,1
remnhua,7,2.807,0,0,0,0,0,0,0,1,0
epic edu,4,2,0,0,0,0,0,0,0,1,0
classics003 com,11,2.664,27.273,0,0,0,0,0,0,1,1
napthe in,6,2.585,0,0,0,0,0,0,0,1,1
cvcot edu,5,1.922,0,0,0,0,0,0,1,0,0
mss68 com,5,1.922,40,0,0,0,0,0,0,1,1
israd edu,5,2.322,0,0,0,0,0,0,0,1,0
baohanhlg edu,9,2.725,0,0,1,0,0,0,0,0,0
anoffice,8,2.75,0,0,0,0,0,0,0,1,0
lasddsd icu,7,1.842,0,0,0,0,0,0,0,1,1
baophunuthudo,13,3.027,0,0,1,0,0,0,0,0,0
wz808 com,5,1.922,60,0,0,0,0,0,0,1,1
gamelink,8,3,0,0,0,0,1,0,0,0,1
euf edu,3,1.585,0,0,0,0,0,0,1,0,0
fxs88 top,5,1.922,40,0,0,0,0,0,0,1,1
txmomo click,6,1.918,0,0,0,0,0,0,0,1,1
shopeexs site,8,2.5,0,0,0,0,0,0,1,0,1
eaut edu,4,2,0,0,0,0,0,0,0,1,0
accngon123 com,10,2.922,30,0,0,0,0,0,0,1,1
ah7-quiz xyz,8,3,12.5,1,0,0,0,0,0,1,1
ff-garena2021-membersship com,25,3.894,16,2,0,0,0,0,0,1,1
kedmode com,7,2.236,0,0,0,0,0,0,1,0,1
forsage cc,7,2.807,0,0,0,0,0,0,1,0,1
amazonxk com,8,2.75,0,0,0,0,0,0,0,1,1
acouspo com,7,2.522,0,0,0,0,0,0,0,1,1
sdfhud com,6,2.252,0,0,0,0,0,0,0,1,1
mycredy,7,2.522,0,0,0,0,0,0,0,1,1
ctlab,5,2.322,0,0,0,0,0,0,0,1,0
dichvu3gmobifone,16,3.75,6.25,0,0,0,0,0,1,0,0
vcbielbiok com,10,2.922,0,0,0,0,0,0,1,0,1
ddexetd com,7,1.842,0,0,0,0,0,0,0,1,1
tuhoconline edu,11,3.096,0,0,1,0,0,0,0,0,0
vienthongbaochau com,16,3.5,0,0,1,0,0,0,0,0,0
dic gov,3,1.585,0,0,0,0,0,0,0,1,0
sodo668 net,7,2.236,42.857,0,0,0,0,0,0,1,1
vn-sh top,5,2.322,0,1,0,0,0,0,0,1,1
timhangre,9,3.17,0,0,0,0,0,0,1,0,0
mb247m xyz,6,2.252,50,0,0,0,0,0,0,1,1
bk8p com,4,2,25,0,0,0,0,0,0,1,1
ckxing com,6,2.585,0,0,0,0,0,0,0,1,1
vietnamtradeportal gov,18,3.419,0,0,0,0,1,0,0,0,0
thirdcitybank com,13,3.393,0,0,0,0,0,0,1,0,1
centralinvest gov,13,3.239,0,0,0,0,0,0,1,0,0
yza1052 com,7,2.807,57.143,0,0,0,0,0,0,1,1
membershipgarenavn-2021 com,23,3.882,17.391,1,0,0,0,0,0,1,1
hoabinhpharma,13,2.969,0,0,0,1,0,0,0,0,0
liendoanhbaovelonghai com,21,3.332,0,0,1,0,0,0,0,0,0
phutungotobaore,15,3.323,0,0,1,0,0,0,0,0,0
tuannguyenland com,14,2.95,0,0,0,0,0,0,1,0,0
vipcltx com,7,2.807,0,0,0,0,0,0,0,1,1
hcct edu,4,1.5,0,0,0,0,0,0,0,1,0
saa gov,3,0.918,0,0,0,0,0,0,0,1,0
247appbank com,10,2.922,30,0,0,0,0,0,0,1,1
apptien,7,2.522,0,0,0,0,0,0,0,1,1
iwin335 com,7,2.236,42.857,0,0,0,0,0,0,1,1
aresenglish edu,11,3.096,0,0,0,0,0,0,1,0,0
inoxpa,6,2.585,0,0,0,0,0,0,0,1,0
cdbt edu,4,2,0,0,0,0,0,0,0,1,0
thammyvienmilan com,15,3.19,0,0,0,0,0,0,0,1,0
glucbio,7,2.807,0,0,0,0,0,0,0,1,0
vesinhbaotram,13,3.547,0,0,1,0,0,0,0,0,0
cleantechvn com,11,2.914,0,0,0,0,0,0,0,1,0
nsochanle com,9,2.948,0,0,0,0,0,0,1,0,1
xtramannchinhhang com,17,3.057,0,0,0,0,0,0,1,0,1
goldbaonguyen,13,3.239,0,0,1,0,0,0,0,0,0
gareina,7,2.522,0,0,0,0,0,0,0,1,1
ubphunu-ncfaw gov,13,3.181,0,1,0,0,0,0,0,1,0
chanle55 xyz,8,2.75,25,0,0,0,0,0,1,0,1
tikizd com,6,2.252,0,0,0,0,0,0,0,1,1
vayvonsinhvien,14,2.985,0,0,0,0,0,0,1,0,1
vietnam,7,2.807,0,0,0,0,0,0,0,1,0
exovietnam xyz,10,3.122,0,0,0,0,0,0,0,1,1
bingads,7,2.807,0,0,0,0,0,0,0,1,0
nissan com,6,1.918,0,0,0,0,0,0,0,1,0
thethaovip vip,10,2.922,0,0,0,0,0,0,0,1,1
nqusay com,6,2.585,0,0,0,0,0,0,0,1,1
dongdudn edu,8,2.156,0,0,0,0,0,0,1,0,0
giaoducgioitinh,15,3.107,0,0,1,0,0,0,0,0,0
napquanhuy cf,10,2.722,0,0,0,0,0,0,0,1,1
bikon xyz,5,2.322,0,0,0,0,0,0,0,1,1
thuexedulichbaolinh com,19,3.577,0,0,1,0,0,0,0,0,0
uu88 com,4,1,50,0,0,0,0,0,0,1,1
vinhlong gov,8,2.75,0,0,0,0,0,0,1,0,0
baobinhduong org,12,3.085,0,0,1,0,0,0,0,0,0
editbe com,6,2.252,0,0,0,0,0,0,1,0,0
vayeasyy com,8,2.156,0,0,0,0,0,0,0,1,1
mendezfamilyonline com,18,3.308,0,0,1,0,0,0,0,0,1
sd9480 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
tpo7513 com,7,2.807,57.143,0,0,0,0,0,0,1,1
vesoduy net,7,2.807,0,0,0,0,0,0,1,0,1
sd3727 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
osdkjdsfhd com,10,2.646,0,0,0,0,0,0,0,1,1
newsing,7,2.522,0,0,1,0,0,0,0,0,0
nhakhoasaigonquocte com,19,3.537,0,0,0,0,0,0,0,1,0
th9932 com,6,2.252,66.667,0,0,0,0,0,0,1,1
thegioididong id,13,2.873,0,0,0,0,0,0,1,0,0
hoichieusangvietnam org,19,3.577,0,0,0,0,0,0,1,0,0
qq24 live,4,1.5,50,0,0,0,0,0,0,1,1
vattgia com,7,2.236,0,0,0,0,0,0,1,0,1
Vscn6 com,5,2.322,20,0,0,0,0,0,0,1,1
phucankhang online,11,2.914,0,0,0,0,0,0,1,0,1
garenas-vn com,10,2.922,0,1,0,0,0,0,0,1,1
mf-video xyz,8,3,0,1,0,0,0,0,1,0,1
shbicfinance com,12,3.085,0,0,0,0,0,0,0,1,1
ibcedu com,6,2.585,0,0,0,0,0,0,1,0,0
fbw777 com,6,1.792,50,0,0,0,0,0,0,1,1
33hotlive vip,9,2.948,22.222,0,0,0,0,0,0,1,1
buytop com,6,2.585,0,0,0,0,0,0,0,1,0
moigioituan123 com,14,3.325,21.429,0,0,0,0,0,0,1,0
kk id,2,0,0,0,0,0,0,0,0,1,0
tpbnw xyz,5,2.322,0,0,0,0,0,0,0,1,1
cxcp288 com,7,2.236,42.857,0,0,0,0,0,0,1,1
baobihungthinhphat com,18,3.17,0,0,1,0,0,0,0,0,0
tranquocbaofpt id,14,3.379,0,0,1,0,0,0,0,0,0
pandacredit club,11,3.096,0,0,0,0,0,0,1,0,1
spmct5 com,6,2.585,16.667,0,0,0,0,0,0,1,1
thongtinsaonhi com,14,2.896,0,0,1,0,0,0,0,0,1
hanmuc-vp com,9,3.17,0,1,0,0,0,0,0,1,1
cybersolda com,10,3.322,0,0,0,0,0,0,0,1,1
taichinhsaomai com,14,2.985,0,0,0,0,0,0,0,1,1
24v live,3,1.585,66.667,0,0,0,0,0,0,1,1
vietnamuyt vip,10,3.122,0,0,0,0,0,0,0,1,1
napthe es,6,2.585,0,0,0,0,0,0,0,1,1
baobinamthinhphat,17,3.057,0,0,1,0,0,0,0,0,0
lxysp96 com,7,2.807,28.571,0,0,0,0,0,0,1,1
bacsitinhoc,11,3.096,0,0,1,0,0,0,0,0,0
bpce-vietnam com,12,3.418,0,1,0,0,0,0,0,1,0
tapchiluat,10,2.922,0,0,1,0,0,0,0,0,1
vn-scbk life,7,2.807,0,1,0,0,0,0,0,1,1
muatravel com,9,2.948,0,0,0,0,0,0,0,1,1
shopviplq com,9,2.948,0,0,0,0,0,0,0,1,1
taichinhbank,12,2.918,0,0,0,0,0,0,0,1,1
baoveanninh24h net,14,3.182,14.286,0,1,0,0,0,0,0,0
th9923 com,6,2.252,66.667,0,0,0,0,0,0,1,1
vdw6 cc,4,2,25,0,0,0,0,0,0,1,1
nlaw,4,2,0,0,0,0,0,0,0,1,0
caulodechuan24h com,15,3.374,13.333,0,1,0,0,0,0,0,1
008917 com,6,2.252,100,0,0,0,0,0,0,1,1
tracuu-thongtin online,15,3.323,0,1,1,0,0,0,0,0,1
beo,3,1.585,0,0,0,0,0,0,1,0,0
tinanlegal com,10,2.722,0,0,1,0,0,0,0,0,0
baove net,5,2.322,0,0,1,0,0,0,0,0,0
membergarenfreefire com,19,2.8,0,0,0,0,0,0,0,1,1
conggiaoonline com,14,2.842,0,0,1,0,0,0,0,0,1
vcbigdlebrnk com,12,3.418,0,0,0,0,0,0,1,0,1
giamaybom,9,2.725,0,0,0,0,0,0,1,0,0
la87354 com,7,2.807,71.429,0,0,0,0,0,0,1,1
jenkai002 com,9,2.948,33.333,0,0,0,0,0,0,1,1
kttvbackan gov,10,2.722,0,0,0,0,0,0,0,1,0
sd1681 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
giaiphaptinhoc,14,3.039,0,0,1,0,0,0,0,0,0
pertexpaint,11,2.914,0,0,0,0,0,0,1,0,0
cdspkg edu,6,2.585,0,0,0,0,0,0,0,1,0
garenafreefiremembership2021 ga,28,3.611,14.286,0,0,0,0,0,0,1,1
tinhquan com,8,2.75,0,0,1,0,0,0,0,0,0
jomalone,8,2.75,0,0,0,0,0,0,1,0,0
twin06 com,6,2.585,33.333,0,0,0,0,0,0,1,1
kocta,5,2.322,0,0,0,0,0,0,0,1,0
vn-mybank top,9,2.948,0,1,0,0,0,0,0,1,1
amazon20 info,8,2.75,25,0,0,0,0,0,0,1,1
qaccb9 com,6,2.252,16.667,0,0,0,0,0,0,1,1
zalorashop com,10,2.922,0,0,0,0,0,0,0,1,1
sd9752 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
video-ky xyz,8,3,0,1,0,0,0,0,1,0,1
dbu3d com,5,1.922,20,0,0,0,0,0,0,1,1
hotlive38 net,9,3.17,22.222,0,0,0,0,0,0,1,1
cdsptw edu,6,2.585,0,0,0,0,0,0,0,1,0
ylc edu,3,1.585,0,0,0,0,0,0,0,1,0
baobitruongsonanh,17,3.293,0,0,1,0,0,0,0,0,0
swfvbh com,6,2.585,0,0,0,0,0,0,0,1,1
winb52 club,6,2.585,33.333,0,0,0,0,0,0,1,1
vipchanle net,9,3.17,0,0,0,0,0,0,1,0,1
yte24h com,6,2.585,33.333,0,1,0,0,0,0,0,0
center-nanghanmucthetindung com,27,3.458,0,1,1,0,0,0,0,0,1
brunner-apac,12,3.085,0,1,0,0,0,0,0,1,0
lode88 us,6,2.252,33.333,0,0,0,0,0,0,1,1
vicq net,4,2,0,0,0,0,0,0,0,1,1
manclub,7,2.807,0,0,0,0,1,0,0,0,1
vn613 xyz,5,2.322,60,0,0,0,0,0,0,1,1
garenamembership asia,16,3.328,0,0,0,0,0,0,0,1,1
vcbdrghtlbink com,13,3.547,0,0,0,0,0,0,1,0,1
985762 com,6,2.585,100,0,0,0,0,0,0,1,1
momo686 win,7,1.95,42.857,0,0,0,0,0,0,1,1
midasbuyvn com,10,3.322,0,0,0,0,0,0,0,1,1
chanle1s com,8,3,12.5,0,0,0,0,0,1,0,1
skt111 com,6,1.792,50,0,0,0,0,0,0,1,1
hocngoaingu edu,11,2.914,0,0,0,0,0,0,1,0,0
thunhapthudong,14,3.039,0,0,0,0,0,0,1,0,0
tradecoin,9,3.17,0,0,0,0,1,0,0,0,1
muahangtoanquoc,15,3.19,0,0,0,0,0,0,1,0,0
lotus-club,10,2.922,0,1,0,0,1,0,0,0,0
vnies edu,5,2.322,0,0,0,0,0,0,0,1,0
ngucocbeone com,11,2.732,0,0,0,0,0,0,1,0,1
casinoc54 com,9,2.948,22.222,0,0,0,1,0,0,0,1
baovevietmyvss com,14,3.182,0,0,1,0,0,0,0,0,0
vcbdiyrhvbaik com,13,3.239,0,0,0,0,0,0,1,0,1
